imdbID,content,date,director,leadActor,rotten_tomatoes_rating
1429433,"In order to fit in with the rest of the gorillas, Snowflake embarks on an exciting adventure to find a magical potion to make her a ""normal gorilla"".",01 Sep 2013,Andrés G. Schaer,"Claudia Abate, Joan Sullà, Pere Ponce",N/A
0074739,A coming-of-age story about the lives of a teenage boy and his friend as they traverse the highs and lows of boyhood in the run-up to Halloween.,20 Aug 1976,Don Coscarelli,"Dan McCann, A. Michael Baldwin, Jeff Roth",N/A
1698647,"Set in a world where love is deemed illegal and can be eradicated with a special procedure. With 95 days to go until her scheduled treatment, Lena Holoway does the unthinkable: she falls in love.",20 Jun 2014,Rodrigo García,"Emma Roberts, Erin Cahill, Billy Campbell",N/A
0063804,"Mixing animation with live-action, Saul Bass' ""Why Man Creates"" is an eight-part meditation on the nature and struggle of creativity.",01 Feb 1968,Saul Bass,"Peter Hansen, Paul Saltman",N/A
2039393,"Literature professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation, is his relationship with one of his students. Will Bennett risk his life for a se...",25 Dec 2014,Rupert Wyatt,"Mark Wahlberg, Jessica Lange, John Goodman",43%
0048992,An American cowboy living in Mexico discovers his cattle are being eaten by a giant prehistoric dinosaur.,01 Aug 1956,"Edward Nassour, Ismael Rodríguez","Guy Madison, Patricia Medina, Carlos Rivas",N/A
3045616,"Juggling angry Russians, the British Mi5, and an international terrorist, debonair art dealer and part-time rogue Charlie Mortdecai races to recover a stolen painting rumored to contain a code that leads to lost gold.",23 Jan 2015,David Koepp,"Johnny Depp, Gwyneth Paltrow, Ewan McGregor",11%
2322441,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",13 Feb 2015,Sam Taylor-Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle",24%
0173886,"When a young girl living with her secret witch mother learns she too is a witch, she must help her witch grandmother save Halloweentown from evil forces.",17 Oct 1998,Duwayne Dunham,"Debbie Reynolds, Kimberly J. Brown, Judith Hoag",80%
0414078,A girl in a magical world bets her family's magic that nothing bad will happen when kids from Halloweentown attend high school in the mortal realm.,08 Oct 2004,Mark A.Z. Dippé,"Kimberly J. Brown, Debbie Reynolds, Judith Hoag",N/A
0193164,"Fred is cast as Ebenezer Scrooge in a stage adaption of the story, but is acting a bit stingy in real-life.",21 Nov 1994,Joanna Romersa,"Henry Corden, Jean Vander Pyl, Frank Welker",N/A
0073099,"A little hedgehog, on the way to visit his friend the bear, gets lost in thick fog, where horses, dogs and even falling leaves take on a terrifying new aspect.",23 Oct 1975,Yuri Norstein,"Vyacheslav Nevinnyy, Mariya Vinogradova, Aleksey Batalov",N/A
0101095,During archery in a wood Princess Fantaghiro is discovered by the hostile king's son Romualdo. He is able to take a short look at her before she can escape and immediately falls in love ...,22 Dec 1991,Lamberto Bava,"Alessandra Martines, Mario Adorf, Kim Rossi Stuart, Ángela Molina",N/A
2923316,"James owes his life to his older brother, Frankie after taking the rap for a crime they committed together. While Frankie served time, James worked to turn his life around, got a steady job and began courting his former girlfriend...",24 Jul 2015,Sarik Andreasyan,"Hayden Christensen, Earl Minor, Adrien Brody",13%
1808482,"Kris Kelvin joins the space station orbiting the planet Solaris, only to find its two crew members plagued by ""phantoms,"" creations of Solaris. Kelvin is soon confronted with his own phantom, taking the shape of his dead wife Hari.",08 Oct 1968,"Lidiya Ishimbaeva, Boris Nirenburg","Vasiliy Lanovoy, Antonina Pilyus, Vladimir Etush",N/A
0374463,"The Pacific Theatre of World War II, as seen through the eyes of several young Marines.",14 Mar 2010,N/A,"James Badge Dale, Joseph Mazzello, Jon Seda",N/A
4191054,"Goblins, elves, fairies and imps, and their misadventures sparked by the battle over a powerful potion.",23 Jan 2015,Gary Rydstrom,"Evan Rachel Wood, Elijah Kelley, Kristin Chenoweth",18%
1666801,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.",20 Feb 2015,Ari Sandel,"Mae Whitman, Bella Thorne, Robbie Amell",73%
2243469,The misadventures of a teenager girl in her new life as zombie.,10 Jan 2012,"Joan Espinach, Ricardo Ramón, MJ Lallo","Rigoberta Bandini, Núria Trifol, Ivan Labanda",N/A
0465997,"Tod and Copper still go together like an itch and a scratch, but when Copper gets a shot at the big time with a nutty group of hound dog howlers, their purebred friendship is put to the test.",11 Dec 2006,Jim Kammerud,"Reba McEntire, Patrick Swayze, Jonah Bobo, Harrison Fahn",20%
0059550,"Three stories about Shurik - a young student. He fights against criminals, falls in love, confuses apartments, passes exams - he lives after all.",16 Aug 1965,Leonid Gaidai,"Aleksandr Demyanenko, Mikhail Pugovkin, Aleksei Smirnov",N/A
2436386,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",30 Jan 2015,Dean Israelite,"Amy Landecker, Sofia Black-D'Elia, Virginia Gardner",38%
4368814,Comedian Louis C.K. performs live at the Comedy store in LA.,27 Jan 2015,Louis C.K.,"Louis C.K., Jay London",N/A
2381111,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.",25 Nov 2015,John Crowley,"Saoirse Ronan, Emory Cohen, Domhnall Gleeson",97%
3416744,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",14 Aug 2015,James Ponsoldt,"Jason Segel, Jesse Eisenberg, Anna Chlumsky",92%
3726704,"In 1961, famed social psychologist Stanley Milgram conducted a series of radical behavior experiments that tested ordinary humans' willingness to obey authority.",16 Oct 2015,Michael Almereyda,"John Palladino, Anthony Edwards, Jim Gaffigan",85%
2872462,"A lonely college freshman's life is turned upside-down by her impetuous, adventurous stepsister-to-be.",04 Sep 2015,Noah Baumbach,"Greta Gerwig, Lola Kirke, Shana Dowdeswell",82%
3346224,A successful family man with a blossoming political career loses all sense of morality when he becomes addicted to using an escort agency.,28 Aug 2015,Mora Stephens,"Patrick Wilson, Lena Headey, Ray Winstone",20%
1178665,"After spending two decades in England, Bill Bryson (Robert Redford) returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends, Stephen Katz (Nic...",02 Sep 2015,Ken Kwapis,"Robert Redford, Nick Nolte, Emma Thompson",47%
2273657,When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.,17 Apr 2015,Rupert Goold,"James Franco, Jonah Hill, Felicity Jones",45%
4229236,"An authorized documentary on the late musician Kurt Cobain, from his early days in Aberdeen, Washington to his success and downfall with the grunge band Nirvana.",04 May 2015,Brett Morgen,"Kurt Cobain, Wendy O'Connor, Don Cobain",97%
4257858,A documentary looking at the inner-workings of the Church of Scientology.,25 Jun 2015,Alex Gibney,"Paul Haggis, Jason Beghe, Spanky Taylor",95%
4284010,"A documentary about the life and legend Nina Simone, an American singer, pianist, and civil rights activist labeled the ""High Priestess of Soul.""",24 Jun 2015,Liz Garbus,"Nina Simone, Lisa Simone Kelly, Roger Nupie",90%
2917506,"A Story of Children and Film is the world's first movie about kids in global cinema. It's passionate, poetic, portrait of the adventure of childhood: its surrealism, loneliness, fun, destructiveness and stroppiness: as seen throug...",04 Apr 2014,Mark Cousins,"Mark Cousins, Ben, Laura",94%
2044056,A comprehensive history of the medium and art of motion pictures.,03 Sep 2011,N/A,"Mark Cousins, Juan Diego Botto, Aleksandr Sokurov",N/A
3090634,"Paul, a teenager in the underground scene of early-nineties Paris, forms a DJ collective with his friends and together they plunge into the nightlife of sex, drugs, and endless music.",19 Jun 2015,Mia Hansen-Løve,"Félix de Givry, Pauline Etienne, Vincent Macaigne",84%
3534602,N/A,N/A,N/A,N/A,53%
3850214,"Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",19 Jun 2015,Rick Famuyiwa,"Shameik Moore, Tony Revolori, Kiersey Clemons",88%
2582496,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",01 Jul 2015,Alfonso Gomez-Rejon,"Thomas Mann, RJ Cyler, Olivia Cooke",81%
3844362,"Alex, Emily, and their son, RJ, are new to Los Angeles. A chance meeting at the park introduces them to the mysterious Kurt, Charlotte, and Max. A family ""playdate"" becomes increasingly interesting as the night goes on.",19 Jun 2015,Patrick Brice,"Adam Scott, Taylor Schilling, Jason Schwartzman",82%
0420293,"In 1971, twenty-four male students are selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.",17 Jul 2015,Kyle Patrick Alvarez,"Ezra Miller, Tye Sheridan, Billy Crudup",84%
1883180,"Sam and Jonathan, a pair of hapless novelty salesmen, embark on a tour of the human condition in reality and fantasy that unfold in a series of absurdist episodes.",24 Oct 2014,Roy Andersson,"Holger Andersson, Nils Westblom, Viktor Gyllenberg",89%
1850397,"Five married guys secretly share a penthouse loft in the city where they can carry out hidden affairs. But the fantasy becomes a nightmare, when they discover the dead body of a woman in the loft one of the group must be involved.",30 Jan 2015,Erik Van Looy,"Karl Urban, James Marsden, Wentworth Miller",14%
3480796,"Bruce Willis stars in this Sci-Fi thriller about ultimate resort: VICE, where customers can play out their wildest fantasies with artificial inhabitants who look like humans.",16 Jan 2015,Brian A. Miller,"Thomas Jane, Bruce Willis, Ambyr Childers",4%
0888817,"With the Griffins stuck at home during a blackout, Peter tells the story of Star Wars Episode IV: A New Hope.",23 Sep 2007,"Dominic Polcino, James Purdum, Peter Shin","Seth MacFarlane, Alex Borstein, Seth Green",N/A
0069409,Trinity and Sartana,30 May 1972,Mario Siciliano,"Alberto Dell'Acqua, Harry Baird, Beatrice Pellegrino",N/A
1420554,"With his wisecracking one-of-a-kind style of comedy, Kevin Hart pokes fun at everyone - even his audience.",03 Feb 2009,Shannon Hartman,Kevin Hart,N/A
3234126,"For his second EPIX comedy special, Jim Norton takes self-deprecation and outrageous humor to new extremes. Norton attacks a wide range of topics with the knowledge that some of his remarks will no doubt inspire complaints. In HD.",23 Aug 2013,Shannon Hartman,"Robert Kelly, Jim Norton, Michael Kenneth Williams",N/A
3958494,Covers topics from gun control to family values.,29 Aug 2014,Shannon Hartman,Jim Jefferies,N/A
0102002,"With only seventy-two hours to keep his future from being a bleak one, Joey pulls out all the stops to win back his ex-wife before she remarries.",31 Jan 1992,Martin Davidson,"Sissy Spacek, William Petersen, Brian Kerwin",40%
3460252,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",30 Dec 2015,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh",74%
3628334,"Recorded in Spreckels Theater in San Diego, California, comedian Patton Oswalt returns for his 5th feature-length stand-up comedy special.",17 Jan 2014,Bobcat Goldthwait,Patton Oswalt,80%
2231253,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it's all or nothing.",14 Jan 2015,Simon West,"Jason Statham, Michael Angarano, Dominik Garcia",31%
3622592,"After an all-night adventure, Quentin's lifelong crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.",24 Jul 2015,Jake Schreier,"Nat Wolff, Cara Delevingne, Austin Abrams",58%
0884732,"Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need.",16 Jan 2015,Jeremy Garelick,"Kevin Hart, Josh Gad, Kaley Cuoco",29%
2535470,A talented mechanic prepares to battle his way through hordes of flesh-eating monsters after his sister is kidnapped on the eve of a zombie apocalypse.,13 Feb 2015,Kiah Roache-Turner,"Jay Gallagher, Bianca Bradey, Leon Burchill",82%
3181822,"A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",23 Jan 2015,Rob Cohen,"Jennifer Lopez, Ryan Guzman, Kristin Chenoweth",12%
3007302,"Boy Meets Girl is a funny, tender, sex positive romantic comedy that explores what it means to be a real man or woman, and how important it is to live a courageous life not letting fear stand in the way of going after your dreams.",06 Feb 2015,Eric Schaeffer,"Michael Welch, Michelle Hendley, Alexandra Turshen",89%
4226388,A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,11 Jun 2015,Sebastian Schipper,"Laia Costa, Frederick Lau, Franz Rogowski",82%
2650978,"Through a hidden path, a lone rider reaches a little town high up in the Alps. Nobody knows where the stranger comes from, nor what he wants there. But everyone knows that they don't want him to stay.",13 Feb 2014,Andreas Prochaska,"Sam Riley, Tobias Moretti, Paula Beer",33%
1571404,A young man faces the abrupt loss of his friend.,21 Jan 2010,Spike Jonze,"Andrew Garfield, Sienna Guillory, Annie Hardy",N/A
2474024,A struggling actress and her novelist lover each illustrate the struggle and deconstruction of their love affair.,12 Feb 2015,Richard LaGravenese,"Anna Kendrick, Jeremy Jordan, Tamara Mintz",60%
2554274,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathe...",16 Oct 2015,Guillermo del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston",73%
3829170,"A young knight and a dragon named Drago, whose lives they now share with one heart, join forces to protect a nest filled with dragon eggs from an evil sorcerer, as well undo a curse placed on Drago.",10 Feb 2015,Colin Teague,"Julian Morris, Tamzin Merchant, Jassa Ahluwalia, Dominic Mafham",N/A
0206636,Chris Rock's third HBO comedy special shows him performing his stand-up routine at Apollo Theater in Harlem.,10 Jul 1999,Keith Truesdell,"Chris Rock, Slick Rick, Doug E. Fresh",86%
0137355,"A documentary on Brazil's relationship with the poetry of Carlos Drummond de Andrade, and to their own sexuality.",05 Dec 1996,Heddy Honigmann,N/A,83%
1772382,"Details the catastrophic effects globalization has wrought on the ship, truck and train industries. We visit displaced farmers and villagers in Holland and Belgium, underpaid truck drivers in Los Angeles, seafarers aboard mega-shi...",15 Feb 2012,"Noël Burch, Allan Sekula",N/A,71%
1466054,"A lesbian couple escape from their nursing home and head up to Canada to get married. Along the way, they pick up a young, male hitchhiker.",16 Sep 2011,Thom Fitzgerald,"Olympia Dukakis, Brenda Fricker, Kristin Booth",100%
3500822,Levelheaded stand-up Tom Segura shares offhand appraisals on hotels and opens up about his hobbies and digestive ailments in this comedy special.,15 Mar 2014,Jay Chapman,Tom Segura,N/A
0119310,"This time, the adults have shrunk themselves, and the kids need to fix it.",18 Mar 1997,Dean Cundey,"Rick Moranis, Eve Gordon, Bug Hall",25%
0348124,"Stitch, an alien living on Earth disguised as a dog with his human family, continues his adventures when he discovers that the alien family he never knew he had is now in Hawaii, being hunted down by galactic forces.",25 Aug 2003,"Tony Craig, Roberts Gannaway","Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers",20%
2637294,"When Lou's shot in the groin, Nick and Jacob drag him in the Hot Tub Time Machine to go back in time and save Lou. The three end up 10 years in the future, where they need to go to find the shooter.",20 Feb 2015,Steve Pink,"Rob Corddry, Craig Robinson, Clark Duke",14%
3723996,"In the year 2150, Johnny, a lazy Space Delivery Man, must deliver a package on a planet he does not fully understand.",01 May 2014,Kyungmin Woo,N/A,N/A
0195753,"Eddie Izzard's routine has a loose trajectory from the beginning of the Old Testament and the creation of the world in seven days to Revelations; God, in the voice of James Mason, makes ...",N/A,Peter Richardson,Eddie Izzard,N/A
2290553,A band of Vikings cross enemy lines and a panicked race begins. The losers will pay with their lives.,23 Oct 2014,Claudio Fäh,"Tom Hopper, Ryan Kwanten, Ken Duken",N/A
2933474,A spoof on The Fast and the Furious (2001) and the following F&amp;F movies. An undercover cop joins a gang of criminal street racers to get close to the LA crime kingpin.,03 Apr 2015,"Jason Friedberg, Aaron Seltzer","Alex Ashbaugh, Dale Pavinski, Lili Mirojnick",N/A
2392672,"A wanna-be director is given 48 hours by a producer to find the best groan of pain, worthy of an Oscar, as the only condition to back his film.",01 May 2015,Quentin Dupieux,"Alain Chabat, Jonathan Lambert, Élodie Bouchez",64%
2582426,"A neo-noir revenge thriller centering on Julia Shames, who after suffering a brutal trauma, falls prey to an unorthodox form of therapy to restore herself.",23 Oct 2015,Matthew A. Brown,"Ashley C. Williams, Tahyna MacManus, Jack Noseworthy",57%
2381941,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",27 Feb 2015,"Glenn Ficarra, John Requa","Will Smith, Margot Robbie, Rodrigo Santoro",N/A
2247732,SHIELD agent Sitwell is assigned to recover an abandoned Chitauri weapon being used by a young couple robbing a bank.,25 Sep 2012,Louis D'Esposito,"Lizzy Caplan, Jesse Bradford, Maximiliano Hernández, Titus Welliver",N/A
2555736,"As the Best Exotic Marigold Hotel has only a single remaining vacancy, posing a rooming predicament for two fresh arrivals, Sonny Kapoor (Dev Patel) pursues his expansionist dream of opening a second hotel.",06 Mar 2015,John Madden,"Judi Dench, Maggie Smith, Bill Nighy",65%
0963207,"It's Bad For Ya, Carlin's Emmy-nominated 14th and final HBO special from March of 2008 features Carlin's noted irreverent and unapologetic observations on topics ranging from death, religion, bureaucracy, patriotism, overprotected...",01 Mar 2008,Rocco Urbisci,George Carlin,N/A
2401097,"Wanted by the Chinese mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.",20 Mar 2015,Daniel Benmayor,"Taylor Lautner, Marie Avgeropoulos, Adam Rayner",23%
2097298,"Jim White moves his family after losing his last job as a football coach, and at his new school he turns seven disappointing students into one of the best cross-country teams in the region.",20 Feb 2015,Niki Caro,"Kevin Costner, Maria Bello, Ramiro Rodriguez",80%
2358925,"A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives. But what began as a routine business trip goes off the rails in every way imaginable, and unimaginable.",06 Mar 2015,Ken Scott,"Vince Vaughn, Dave Franco, Tom Wilkinson",10%
2636124,"In this prequel set one year after the fourth World War, cyborg and hacker extraordinaire Motoko Kusanagi from the military's 501st Secret Unit finds herself wrapped up in the investigation of a devastating bombing.",22 Jun 2013,"Masahiko Murata, Kazuchika Kise","Maaya Sakamoto, Ikkyu Juku, Ken'ichirô Matsuda",N/A
2199571,"Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death ...",13 Mar 2015,Jaume Collet-Serra,"Liam Neeson, Ed Harris, Joel Kinnaman",59%
1991031,A documentary exploring genre based monster art takes an odd turn when the filmmakers are contacted by a man who claims he can prove that monsters are indeed real.,20 Feb 2015,Adam Green,"Ray Wise, Adam Green, Will Barratt",60%
1780798,"A loving father finds a clown suit for his son's birthday party, only to realize that it's cursed.",17 Jun 2016,Jon Watts,"Andy Powers, Laura Allen, Peter Stormare",44%
1661199,"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",13 Mar 2015,Kenneth Branagh,"Lily James, Cate Blanchett, Richard Madden",83%
2917388,"The inside story of the planning, execution, rousing aftermath, and ultimate downfall of the kidnappers of beer tycoon Alfred ""Freddy"" Heineken in 1983, which resulted in the largest ransom ever paid for an individual.",06 Mar 2015,Daniel Alfredson,"Jim Sturgess, Sam Worthington, Ryan Kwanten",19%
3203616,"A cobbler, bored of his everyday life, stumbles upon a magical heirloom that allows him to become other people and see the world in a different way.",13 Mar 2015,Tom McCarthy,"Adam Sandler, Melonie Diaz, Steve Buscemi",10%
2418558,"On her 16th birthday, Gwendolyn Shepherd finds out that instead of her cousin, she has inherited a rare gene that allows her to travel through time.",14 Mar 2013,Felix Fuchssteiner,"Josefine Preuß, Florian Bartholomäi, Uwe Kockisch",N/A
3332064,"Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny: to become the hero who will be forever known as Peter Pan.",09 Oct 2015,Joe Wright,"Levi Miller, Hugh Jackman, Garrett Hedlund",26%
1791682,A middle-aged couple's career and marriage are overturned when a disarming young couple enters their lives.,17 Apr 2015,Noah Baumbach,"Ben Stiller, Naomi Watts, Adam Driver",84%
0041968,"Through a fluke circumstance, a ruthless woman stumbles across a suitcase filled with $60,000, and is determined to hold onto it even if it means murder.",13 Aug 1949,Byron Haskin,"Lizabeth Scott, Don DeFore, Dan Duryea",100%
2908446,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,20 Mar 2015,Robert Schwentke,"Shailene Woodley, Ansel Elgort, Theo James",28%
0120471,"The sentimental and comedic adventures of Eddie, a non-Jew trying to pass as Jewish though totally ignorant of Jewish traditions, as he works in a Jewish community.",02 May 1997,Thomas Gilou,"Richard Anconina, Richard Bohringer, Amira Casar",N/A
0468445,A Civil War-era secret agent with an extraordinary special power serves under president Abraham Lincoln protecting America from supernatural foes. Unsold animated TV pilot adapted from a short comic book from the creator of Hellboy.,20 Aug 2006,Chris Prynoski,"Paul Giamatti, David Hyde Pierce, Patton Oswalt",N/A
2224026,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",27 Mar 2015,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin",52%
2649554,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",21 Apr 2016,Jeff Nichols,"Michael Shannon, Joel Edgerton, Kirsten Dunst",83%
2515034,"A sniper on a mercenary assassination team kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.",20 Mar 2015,Pierre Morel,"Sean Penn, Idris Elba, Jasmine Trinca",16%
2820852,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,03 Apr 2015,James Wan,"Vin Diesel, Paul Walker, Dwayne Johnson",81%
2118624,"A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer.",05 Nov 2015,Todd Strauss-Schulson,"Taissa Farmiga, Malin Akerman, Adam Devine",74%
3395184,"A young man in a personal tailspin flees from US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.",20 Mar 2015,"Justin Benson, Aaron Moorhead","Lou Taylor Pucci, Nadia Hilker, Francesco Carnelutti",85%
4475970,A dark and gritty re-imagining of the classic franchise.,23 Feb 2015,Joseph Kahn,"Katee Sackhoff, James Van Der Beek, Russ Bain",N/A
0484855,George Carlin continues making people laugh with his 13th HBO stand-up special.,05 Nov 2005,Rocco Urbisci,George Carlin,N/A
2182001,"Biopic of Russian ice hockey legend Valeri Kharlamov from early childhood, rising to the pinnacle of the sport and his untimely death.",18 Apr 2013,Nikolay Lebedev,"Danila Kozlovskiy, Oleg Menshikov, Svetlana Ivanova",N/A
0087650,"Injured on the job Vasily Kuzyakin gets a ticket to the resort. There he meets femme fatale Raisa Zakharovna, and once under the charm, moves to live with her. Unfortunately, a new life is not all that sweet as dreamed hapless Vas...",07 Jan 1985,Vladimir Menshov,"Aleksandr Mikhaylov, Nina Doroshina, Lyudmila Gurchenko",N/A
2561572,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.",27 Mar 2015,Etan Cohen,"Will Ferrell, Kevin Hart, Alison Brie",28%
3892434,Damon Gameau embarks on an experiment to document the effects of a high sugar diet on a healthy body.,31 Jul 2015,Damon Gameau,"Damon Gameau, Hugh Jackman, Milla Bakaitis",68%
2204315,"A lowly stable elf finds that he is the only one who can stop an invasion of the North Pole by using the secret of Santa's Sleigh, a TimeGlobe, to travel back in time to Save Santa, twice.",05 Nov 2013,"Leon Joosen, Aaron Seelman","Newell Alexander, Noel Clarke, Joan Collins, Tim Conway",17%
0064146,"When NATO transfers some of its funds from Paris to Brussels by train, a criminal mastermind posing as a British colonel plans to steal it but two petty French thieves also have the same intent.",13 Nov 1969,Gérard Oury,"Jean-Paul Belmondo, Bourvil, David Niven",N/A
1114698,"Tom and his army of stray cats take over Jerry's magical kingdom of living toys. Chased by Tom and his cronies, Jerry must find the Toymaker and get help to win his kingdom back before sunrise when the window of opportunity closes.",19 Nov 2007,"Spike Brandt, Tony Cervone","Chantal Strand, Ian James Corlett, Kathleen Barr, Tara Strong",N/A
1595366,"Four long-time friends take a two day road trip from Moscow to Odessa to attend a friend's party. While traveling, they discuss with one another the negatives about being married men.",04 Mar 2010,Dmitriy Dyachenko,"Leonid Barats, Aleksandr Demidov, Kamil Larin",N/A
2393845,"Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment.",10 Apr 2015,Kriv Stenders,"Simon Pegg, Teresa Palmer, Alice Braga",16%
2548208,"When a new detective is caught by a vicious psychopath and locked in a basement, he must use the knowledge he learned from some of the best detectives at Poker Night, then match wits against his captor.",20 Nov 2014,Greg Francis,"Beau Mirchoff, Ron Perlman, Giancarlo Esposito",50%
0107930,"""Reckless Kelly is the Australian Robin Hood"". Kelly is a bank robber, a pop-culture hero and video shop owner. This modern story tells how he is furious when a Japanese company wants to buy his band's farm.",06 May 1994,Yahoo Serious,"Yahoo Serious, Melora Hardin, Alexei Sayle",N/A
0092216,"Tomboy Milly wishes to be a boy as she's tired of her mom pushing girly stuff on her and boys are freer. After an eclipse, s/he wakes up with a willy. He gets a haircut and starts at a new school as Willy.",14 Nov 1986,Paul Schneider,"Pamela Adlon, Patty Duke, Eric Gurry",N/A
2872750,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flo...",05 Aug 2015,"Mark Burton, Richard Starzak","Justin Fletcher, John Sparkes, Omid Djalili",99%
2493486,A fallen warrior rises against a corrupt and sadistic ruler to avenge his dishonored master.,03 Apr 2015,Kazuaki Kiriya,"Clive Owen, Morgan Freeman, Aksel Hennie",16%
4299972,"Filmmaker Andrew Jarecki examines the complicated life of reclusive real estate icon Robert Durst, the key suspect in a series of unsolved crimes.",08 Feb 2015,N/A,"Andrew Jarecki, Robert Durst, Gary Napoli",N/A
4324274,"While Damian Wayne struggles to cope with Batman's no-killing rule, he soon starts to believe that his destiny lies within a secret society known as, The Court of Owls.",14 Apr 2015,Jay Oliva,"Stuart Allan, Troy Baker, Kevin Conroy, Trevor Devall",100%
2922440,"Sebastian has one ambition in life: to do nothing. His horizon is his couch. His life he does not want to live but contemplate. But today, if you do nothing - You are nothing. So driven by his two roommates, that chain internships...",07 May 2014,Benjamin Guedj,"Baptiste Lecaplain, Charlotte Le Bon, Félix Moati",N/A
2404425,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",10 Apr 2015,Simon Curtis,"Helen Mirren, Ryan Reynolds, Daniel Brühl",57%
4073952,"Smart and brazen comedian Iliza Shlesinger applies her fresh, laugh-out-loud perspective to the universal struggles between men and women.",23 Jan 2015,Ryan Polito,Iliza Shlesinger,N/A
2962876,A young man with Tourette's Syndrome embarks on a road trip with his recently-deceased mother's ashes.,04 Jun 2015,Gren Wells,"Robert Sheehan, Dev Patel, Zoë Kravitz",45%
0089538,Two brothers who have just graduated from college inherit a bikini store from their aunt.,06 Feb 1987,David Wechter,"Michael David Wright, Bruce Greenwood, Amanda Horan Kennedy",N/A
1964418,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",22 May 2015,Brad Bird,"George Clooney, Britt Robertson, Hugh Laurie",50%
